project	dataset	shred	module-name	gene	rank	score	difference	mean	scope	depth	disease	tissue	cell_class	celltype
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	LTB	63	28.927432	1.186626	1.236638	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	IGHG3	92	21.245122	1.121702	1.196345	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	BTLA	49	31.753768	1.108089	1.147287	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CD79B	29	41.453269	1.102604	1.123366	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	NETO1	18	51.55213	1.074803	1.085781	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	KLHL14	47	31.939998	1.033484	1.065138	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CLECL1	71	26.903274	0.99826	1.041816	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	AP001636.3	78	25.129219	0.960626	1.007105	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	TNFRSF13C	10	63.032371	0.961907	0.967096	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	LINC02422	36	36.227423	0.902887	0.921179	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	BEND4	80	24.342373	0.855035	0.894077	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	TLR10	37	35.793348	0.834466	0.850479	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CD19	16	54.979609	0.828745	0.834172	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	LINC02397	12	61.229024	0.829072	0.832835	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	IGHD	20	47.154606	0.750737	0.756069	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	ABCB4	44	33.602813	0.725994	0.739788	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CLEC17A	31	40.59062	0.6745	0.682067	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	LINC01215	62	29.306428	0.608649	0.621194	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CCR6	100	20.814553	0.572858	0.596146	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	CXCR5	89	21.484586	0.528978	0.549688	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-B_cells|lung	FCRLA	11	62.020799	0.523317	0.524198	COVID-19_lung	2	COVID-19	lung	Lymphocytic_B	B cells
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	PRKG1	65	71.24363	7.465745	11.208216	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CALD1	38	90.908709	7.685259	10.046339	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	SOX5	57	74.755694	6.434265	8.862802	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CACNA1C	42	87.311632	6.818753	8.416437	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	COL4A1	61	72.26062	6.033708	8.206235	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	COL4A2	79	68.149574	5.827945	8.200193	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	INPP4B	44	86.928995	6.515568	8.131272	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ITGA1	81	68.048514	5.665019	7.890372	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	EBF1	9	136.58181	6.885978	7.503934	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	EPS8	91	64.733099	5.048195	7.015094	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	PDE3A	8	137.738592	6.412109	6.942161	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CARMN	1	200.862184	6.485196	6.708099	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	LHFPL6	97	63.391249	4.791111	6.537107	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	PLCB1	54	76.204992	5.226671	6.506199	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	PDGFRB	17	115.329358	5.749079	6.400957	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	NR2F2-AS1	40	88.292771	5.330487	6.357054	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	TRPC6	13	124.969438	5.738072	6.239707	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ARHGAP42	48	80.262569	4.957991	6.113134	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	RYR2	74	69.468215	4.808897	6.016784	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	TBX2	47	80.465094	4.90758	5.916448	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	GUCY1A2	6	144.432109	5.349236	5.64772	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MYH11	4	159.306965	5.376307	5.617092	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	RCAN2	29	102.662046	4.811455	5.394011	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	SGIP1	64	71.43674	4.15112	5.032233	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CNTN4	24	105.730975	4.516118	4.970412	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ACTA2	35	92.360379	4.312444	4.890541	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ADAMTSL3	20	109.371628	4.429869	4.831506	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	NR2F2	53	77.527848	4.034089	4.778512	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	UNC5C	75	69.366354	3.933442	4.776855	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	COL18A1	67	70.915212	3.877975	4.713314	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	RNF152	16	117.708704	4.339979	4.655614	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	SEMA5A	68	70.410626	3.760302	4.544322	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	DGKG	15	123.539745	4.25319	4.524736	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	PLCE1	73	69.692759	3.571884	4.324394	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	NID1	71	70.234579	3.582009	4.283312	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	EDIL3	98	62.664074	3.29848	4.065073	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MAP1B	34	92.863675	3.448454	3.784967	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MCAM	31	101.62064	3.423947	3.675246	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	NOTCH3	30	101.758839	3.307796	3.560825	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	DENND2A	70	70.293707	3.05075	3.540887	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	TRPC4	22	107.916651	3.324452	3.518233	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ARHGEF17	92	64.642187	2.894142	3.468044	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	EDNRA	60	73.037776	3.005545	3.444848	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	FAM13C	36	91.066947	3.140347	3.427565	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	LMOD1	11	135.317448	3.260993	3.362481	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	GJC1	10	136.163945	3.234466	3.332323	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	RERG	69	70.296146	2.882879	3.296541	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	LAMC3	5	148.225133	3.081252	3.137158	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	SYNPO2	76	69.132434	2.6752	3.043852	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ADAMTS1	93	64.579897	2.591342	2.975638	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	FHL5	2	176.230763	2.933473	2.947162	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CDH6	3	159.860744	2.85596	2.884852	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MARK1	62	71.707586	2.548924	2.876371	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ADARB2	23	107.892941	2.729709	2.83623	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ADGRL3	58	73.975884	2.540354	2.805263	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	DAAM2	90	64.75962	2.382959	2.743302	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	ENOX1	82	67.583258	2.366736	2.674403	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	GUCY1B1	85	66.581802	2.350867	2.672639	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	AFF2	12	126.29846	2.564429	2.617923	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MYOCD	7	137.96123	2.462143	2.495502	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	MRVI1	26	103.711845	2.36237	2.462445	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	AC131025.2	14	124.506018	2.353137	2.407173	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	AC012409.2	89	64.812379	2.065724	2.33069	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	GRID1	46	82.981635	2.169769	2.320844	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
COVID-19 Atlas	"COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)"	"Disease (COVID-19 only), tissue and cell type"	COVID-19-lung-Pericytes/_Smooth_Muscle|lung	CSPG4	18	114.315793	2.202803	2.260721	COVID-19_lung	2	COVID-19	lung	Stromal_myocytic	Pericytes/ Smooth Muscle
